driver,prev5_avg,prev5_points,points_behind_leader,percent_of_max,position,race_number,future_results
M. EricssonSauber,0.024,"[0.0, 0.0, 1.0, 0.0, 2.0]",0.5110565110565111,0.023474178403755867,0.8421052631578947,0.55,1.0
L. StrollWilliams,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.5135135135135135,0.018779342723004695,0.8947368421052632,0.55,0.0
B. HartleyRacing Bulls,0.008,"[0.0, 0.0, 0.0, 0.0, 1.0]",0.5184275184275184,0.009389671361502348,0.9473684210526315,0.55,0.0
S. SirotkinWilliams,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.5233415233415234,0.0,1.0,0.55,0.0
L. HamiltonMercedes,0.7440000000000001,"[25.0, 0.0, 18.0, 25.0, 25.0]",0.0,1.0,0.0,0.6,25.0
S. VettelFerrari,0.544,"[10.0, 15.0, 25.0, 0.0, 18.0]",0.04176904176904177,0.9264069264069265,0.05263157894736842,0.6,12.0
K. RaikkonenFerrari,0.624,"[15.0, 18.0, 15.0, 15.0, 15.0]",0.20884520884520885,0.6320346320346321,0.10526315789473684,0.6,18.0
M. VerstappenRed Bull Racing,0.44,"[18.0, 25.0, 0.0, 12.0, 0.0]",0.2727272727272727,0.5194805194805194,0.21052631578947367,0.6,10.0
V. BottasMercedes,0.368,"[6.0, 0.0, 12.0, 18.0, 10.0]",0.21375921375921375,0.6233766233766234,0.15789473684210525,0.6,15.0
D. RicciardoRed Bull Racing,0.272,"[12.0, 0.0, 10.0, 0.0, 12.0]",0.27764127764127766,0.5108225108225108,0.2631578947368421,0.6,0.0
N. HulkenbergRenault F1 Team,0.16,"[2.0, 0.0, 8.0, 10.0, 0.0]",0.4398034398034398,0.22510822510822512,0.3157894736842105,0.6,0.0
S. PerezRacing Point Force India,0.10400000000000001,"[0.0, 6.0, 1.0, 6.0, 0.0]",0.4692874692874693,0.17316017316017315,0.47368421052631576,0.6,6.0
K. MagnussenHaas F1 Team,0.20800000000000002,"[8.0, 10.0, 2.0, 0.0, 6.0]",0.44717444717444715,0.21212121212121213,0.3684210526315789,0.6,0.0
C. SainzRenault F1 Team,0.048,"[4.0, 0.0, 0.0, 0.0, 2.0]",0.49385749385749383,0.12987012987012986,0.5789473684210527,0.6,4.0
F. AlonsoMcLaren,0.096,"[0.0, 4.0, 4.0, 0.0, 4.0]",0.4594594594594595,0.19047619047619047,0.42105263157894735,0.6,0.0
E. OconRacing Point Force India,0.14400000000000002,"[0.0, 8.0, 6.0, 4.0, 0.0]",0.47665847665847666,0.16017316017316016,0.5263157894736842,0.6,8.0
C. LeclercSauber,0.024,"[1.0, 2.0, 0.0, 0.0, 0.0]",0.5356265356265356,0.05627705627705628,0.7368421052631579,0.6,0.0
R. GrosjeanHaas F1 Team,0.168,"[0.0, 12.0, 0.0, 8.0, 1.0]",0.5012285012285013,0.11688311688311688,0.6842105263157895,0.6,0.0
P. GaslyRacing Bulls,0.064,"[0.0, 0.0, 0.0, 0.0, 8.0]",0.4987714987714988,0.12121212121212122,0.631578947368421,0.6,0.0
S. VandoorneMcLaren,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.547911547911548,0.03463203463203463,0.7894736842105263,0.6,0.0
M. EricssonSauber,0.024,"[0.0, 1.0, 0.0, 2.0, 0.0]",0.5528255528255528,0.025974025974025976,0.8421052631578947,0.6,0.0
L. StrollWilliams,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.5577395577395577,0.017316017316017316,0.8947368421052632,0.6,2.0
B. HartleyRacing Bulls,0.008,"[0.0, 0.0, 0.0, 1.0, 0.0]",0.5626535626535627,0.008658008658008658,0.9473684210526315,0.6,0.0
S. SirotkinWilliams,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.5675675675675675,0.0,1.0,0.6,1.0
L. HamiltonMercedes,0.688,"[0.0, 18.0, 25.0, 25.0, 18.0]",0.0,1.0,0.0,0.65,25.0
S. VettelFerrari,0.664,"[15.0, 25.0, 0.0, 18.0, 25.0]",0.07371007371007371,0.8828125,0.05263157894736842,0.65,15.0
K. RaikkonenFerrari,0.504,"[18.0, 15.0, 15.0, 15.0, 0.0]",0.22604422604422605,0.640625,0.10526315789473684,0.65,10.0
M. VerstappenRed Bull Racing,0.41600000000000004,"[25.0, 0.0, 12.0, 0.0, 15.0]",0.3095823095823096,0.5078125,0.21052631578947367,0.65,18.0
V. BottasMercedes,0.41600000000000004,"[0.0, 12.0, 18.0, 10.0, 12.0]",0.23832923832923833,0.62109375,0.15789473684210525,0.65,12.0
D. RicciardoRed Bull Racing,0.17600000000000002,"[0.0, 10.0, 0.0, 12.0, 0.0]",0.33906633906633904,0.4609375,0.2631578947368421,0.65,8.0
N. HulkenbergRenault F1 Team,0.14400000000000002,"[0.0, 8.0, 10.0, 0.0, 0.0]",0.5012285012285013,0.203125,0.3157894736842105,0.65,1.0
S. PerezRacing Point Force India,0.184,"[6.0, 1.0, 6.0, 0.0, 10.0]",0.515970515970516,0.1796875,0.42105263157894735,0.65,0.0
K. MagnussenHaas F1 Team,0.17600000000000002,"[10.0, 2.0, 0.0, 6.0, 4.0]",0.5085995085995086,0.19140625,0.3684210526315789,0.65,0.0
C. SainzRenault F1 Team,0.016,"[0.0, 0.0, 0.0, 2.0, 0.0]",0.5454545454545454,0.1328125,0.5789473684210527,0.65,4.0
F. AlonsoMcLaren,0.096,"[4.0, 4.0, 0.0, 4.0, 0.0]",0.5208845208845209,0.171875,0.5263157894736842,0.65,6.0
E. OconRacing Point Force India,0.20800000000000002,"[8.0, 6.0, 4.0, 0.0, 8.0]",0.5184275184275184,0.17578125,0.47368421052631576,0.65,0.0
C. LeclercSauber,0.016,"[2.0, 0.0, 0.0, 0.0, 0.0]",0.597051597051597,0.05078125,0.7368421052631579,0.65,2.0
R. GrosjeanHaas F1 Team,0.21600000000000003,"[12.0, 0.0, 8.0, 1.0, 6.0]",0.5626535626535627,0.10546875,0.6842105263157895,0.65,0.0
P. GaslyRacing Bulls,0.08,"[0.0, 0.0, 0.0, 8.0, 2.0]",0.5601965601965602,0.109375,0.631578947368421,0.65,0.0
S. VandoorneMcLaren,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.6093366093366094,0.03125,0.7894736842105263,0.65,0.0
M. EricssonSauber,0.032,"[1.0, 0.0, 2.0, 0.0, 1.0]",0.6142506142506142,0.0234375,0.8421052631578947,0.65,0.0
L. StrollWilliams,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.6142506142506142,0.0234375,0.8947368421052632,0.65,0.0
B. HartleyRacing Bulls,0.008,"[0.0, 0.0, 1.0, 0.0, 0.0]",0.6240786240786241,0.0078125,0.9473684210526315,0.65,0.0
S. SirotkinWilliams,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.6265356265356266,0.00390625,1.0,0.65,0.0
L. HamiltonMercedes,0.888,"[18.0, 25.0, 25.0, 18.0, 25.0]",0.0,1.0,0.0,0.7,25.0
S. VettelFerrari,0.64,"[25.0, 0.0, 18.0, 25.0, 12.0]",0.09828009828009827,0.8576512455516014,0.05263157894736842,0.7,15.0
K. RaikkonenFerrari,0.504,"[15.0, 15.0, 15.0, 0.0, 18.0]",0.2628992628992629,0.6192170818505338,0.10526315789473684,0.7,12.0
M. VerstappenRed Bull Racing,0.29600000000000004,"[0.0, 12.0, 0.0, 15.0, 10.0]",0.32678132678132676,0.5266903914590747,0.21052631578947367,0.7,10.0
V. BottasMercedes,0.536,"[12.0, 18.0, 10.0, 12.0, 15.0]",0.2702702702702703,0.608540925266904,0.15789473684210525,0.7,18.0
D. RicciardoRed Bull Racing,0.17600000000000002,"[10.0, 0.0, 12.0, 0.0, 0.0]",0.3808353808353808,0.4483985765124555,0.2631578947368421,0.7,8.0
N. HulkenbergRenault F1 Team,0.14400000000000002,"[8.0, 10.0, 0.0, 0.0, 0.0]",0.5601965601965602,0.18861209964412812,0.3157894736842105,0.7,0.0
S. PerezRacing Point Force India,0.184,"[1.0, 6.0, 0.0, 10.0, 6.0]",0.5773955773955773,0.16370106761565836,0.47368421052631576,0.7,1.0
K. MagnussenHaas F1 Team,0.096,"[2.0, 0.0, 6.0, 4.0, 0.0]",0.5700245700245701,0.17437722419928825,0.42105263157894735,0.7,4.0
C. SainzRenault F1 Team,0.048,"[0.0, 0.0, 2.0, 0.0, 4.0]",0.597051597051597,0.13523131672597866,0.5789473684210527,0.7,0.0
F. AlonsoMcLaren,0.064,"[4.0, 0.0, 4.0, 0.0, 0.0]",0.5675675675675675,0.17793594306049823,0.3684210526315789,0.7,0.0
E. OconRacing Point Force India,0.20800000000000002,"[6.0, 4.0, 0.0, 8.0, 8.0]",0.5798525798525799,0.1601423487544484,0.5263157894736842,0.7,2.0
C. LeclercSauber,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.6535626535626535,0.05338078291814947,0.7368421052631579,0.7,6.0
R. GrosjeanHaas F1 Team,0.12,"[0.0, 8.0, 1.0, 6.0, 0.0]",0.6240786240786241,0.09608540925266904,0.6842105263157895,0.7,0.0
P. GaslyRacing Bulls,0.08,"[0.0, 0.0, 8.0, 2.0, 0.0]",0.6216216216216216,0.099644128113879,0.631578947368421,0.7,0.0
S. VandoorneMcLaren,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.6707616707616708,0.028469750889679714,0.7894736842105263,0.7,0.0
M. EricssonSauber,0.024,"[0.0, 2.0, 0.0, 1.0, 0.0]",0.6756756756756757,0.021352313167259787,0.8421052631578947,0.7,0.0
L. StrollWilliams,0.016,"[0.0, 0.0, 0.0, 0.0, 2.0]",0.6756756756756757,0.021352313167259787,0.8947368421052632,0.7,0.0
B. HartleyRacing Bulls,0.008,"[0.0, 1.0, 0.0, 0.0, 0.0]",0.6855036855036855,0.0071174377224199285,0.9473684210526315,0.7,0.0
S. SirotkinWilliams,0.008,"[0.0, 0.0, 0.0, 0.0, 1.0]",0.687960687960688,0.0035587188612099642,1.0,0.7,0.0
L. HamiltonMercedes,0.9440000000000001,"[25.0, 25.0, 18.0, 25.0, 25.0]",0.0,1.0,0.0,0.75,25.0
S. VettelFerrari,0.56,"[0.0, 18.0, 25.0, 12.0, 15.0]",0.12285012285012285,0.8366013071895425,0.05263157894736842,0.75,8.0
K. RaikkonenFerrari,0.46399999999999997,"[15.0, 15.0, 0.0, 18.0, 10.0]",0.29484029484029484,0.6078431372549019,0.15789473684210525,0.75,10.0
M. VerstappenRed Bull Racing,0.44,"[12.0, 0.0, 15.0, 10.0, 18.0]",0.36363636363636365,0.5163398692810458,0.21052631578947367,0.75,15.0
V. BottasMercedes,0.536,"[18.0, 10.0, 12.0, 15.0, 12.0]",0.28746928746928746,0.6176470588235294,0.10526315789473684,0.75,18.0
D. RicciardoRed Bull Racing,0.16,"[0.0, 12.0, 0.0, 0.0, 8.0]",0.4226044226044226,0.43790849673202614,0.2631578947368421,0.75,12.0
N. HulkenbergRenault F1 Team,0.08800000000000001,"[10.0, 0.0, 0.0, 0.0, 1.0]",0.6216216216216216,0.17320261437908496,0.3157894736842105,0.75,0.0
S. PerezRacing Point Force India,0.17600000000000002,"[6.0, 0.0, 10.0, 6.0, 0.0]",0.6363636363636364,0.15359477124183007,0.47368421052631576,0.75,6.0
K. MagnussenHaas F1 Team,0.08,"[0.0, 6.0, 4.0, 0.0, 0.0]",0.6216216216216216,0.17320261437908496,0.3684210526315789,0.75,0.0
C. SainzRenault F1 Team,0.08,"[0.0, 2.0, 0.0, 4.0, 4.0]",0.6584766584766585,0.12418300653594772,0.5789473684210527,0.75,1.0
F. AlonsoMcLaren,0.08,"[0.0, 4.0, 0.0, 0.0, 6.0]",0.628992628992629,0.16339869281045752,0.42105263157894735,0.75,0.0
E. OconRacing Point Force India,0.16,"[4.0, 0.0, 8.0, 8.0, 0.0]",0.6363636363636364,0.15359477124183007,0.5263157894736842,0.75,2.0
C. LeclercSauber,0.016,"[0.0, 0.0, 0.0, 0.0, 2.0]",0.7002457002457002,0.06862745098039216,0.7368421052631579,0.75,0.0
R. GrosjeanHaas F1 Team,0.12,"[8.0, 1.0, 6.0, 0.0, 0.0]",0.6855036855036855,0.08823529411764706,0.6842105263157895,0.75,4.0
P. GaslyRacing Bulls,0.08,"[0.0, 8.0, 2.0, 0.0, 0.0]",0.683046683046683,0.0915032679738562,0.631578947368421,0.75,0.0
S. VandoorneMcLaren,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.7321867321867321,0.026143790849673203,0.7894736842105263,0.75,0.0
M. EricssonSauber,0.024,"[2.0, 0.0, 1.0, 0.0, 0.0]",0.7371007371007371,0.0196078431372549,0.8421052631578947,0.75,0.0
L. StrollWilliams,0.016,"[0.0, 0.0, 0.0, 2.0, 0.0]",0.7371007371007371,0.0196078431372549,0.8947368421052632,0.75,0.0
B. HartleyRacing Bulls,0.008,"[1.0, 0.0, 0.0, 0.0, 0.0]",0.7469287469287469,0.006535947712418301,0.9473684210526315,0.75,0.0
S. SirotkinWilliams,0.008,"[0.0, 0.0, 0.0, 1.0, 0.0]",0.7493857493857494,0.0032679738562091504,1.0,0.75,0.0
L. HamiltonMercedes,0.9440000000000001,"[25.0, 18.0, 25.0, 25.0, 25.0]",0.0,1.0,0.0,0.8,15.0
S. VettelFerrari,0.68,"[18.0, 25.0, 12.0, 15.0, 15.0]",0.16461916461916462,0.797583081570997,0.05263157894736842,0.8,12.0
K. RaikkonenFerrari,0.44,"[15.0, 0.0, 18.0, 10.0, 12.0]",0.3316953316953317,0.5921450151057401,0.15789473684210525,0.8,25.0
M. VerstappenRed Bull Racing,0.424,"[0.0, 15.0, 10.0, 18.0, 10.0]",0.3882063882063882,0.5226586102719033,0.21052631578947367,0.8,18.0
V. BottasMercedes,0.536,"[10.0, 12.0, 15.0, 12.0, 18.0]",0.3046683046683047,0.6253776435045317,0.10526315789473684,0.8,10.0
D. RicciardoRed Bull Racing,0.22399999999999998,"[12.0, 0.0, 0.0, 8.0, 8.0]",0.45454545454545453,0.44108761329305135,0.2631578947368421,0.8,0.0
N. HulkenbergRenault F1 Team,0.008,"[0.0, 0.0, 0.0, 1.0, 0.0]",0.683046683046683,0.16012084592145015,0.3157894736842105,0.8,8.0
S. PerezRacing Point Force India,0.136,"[0.0, 10.0, 6.0, 0.0, 1.0]",0.683046683046683,0.16012084592145015,0.3684210526315789,0.8,4.0
K. MagnussenHaas F1 Team,0.11199999999999999,"[6.0, 4.0, 0.0, 0.0, 4.0]",0.683046683046683,0.16012084592145015,0.42105263157894735,0.8,0.0
C. SainzRenault F1 Team,0.08,"[2.0, 0.0, 4.0, 4.0, 0.0]",0.7174447174447175,0.11782477341389729,0.5789473684210527,0.8,6.0
F. AlonsoMcLaren,0.08,"[4.0, 0.0, 0.0, 6.0, 0.0]",0.6904176904176904,0.1510574018126888,0.47368421052631576,0.8,0.0
E. OconRacing Point Force India,0.14400000000000002,"[0.0, 8.0, 8.0, 0.0, 2.0]",0.6928746928746928,0.14803625377643503,0.5263157894736842,0.8,0.0
C. LeclercSauber,0.064,"[0.0, 0.0, 0.0, 2.0, 6.0]",0.7616707616707616,0.0634441087613293,0.7368421052631579,0.8,0.0
R. GrosjeanHaas F1 Team,0.055999999999999994,"[1.0, 6.0, 0.0, 0.0, 0.0]",0.7371007371007371,0.09365558912386707,0.631578947368421,0.8,0.0
P. GaslyRacing Bulls,0.08,"[8.0, 2.0, 0.0, 0.0, 0.0]",0.7444717444717445,0.08459214501510574,0.6842105263157895,0.8,0.0
S. VandoorneMcLaren,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.7936117936117936,0.02416918429003021,0.7894736842105263,0.8,0.0
M. EricssonSauber,0.008,"[0.0, 1.0, 0.0, 0.0, 0.0]",0.7985257985257985,0.01812688821752266,0.8421052631578947,0.8,1.0
L. StrollWilliams,0.016,"[0.0, 0.0, 2.0, 0.0, 0.0]",0.7985257985257985,0.01812688821752266,0.8947368421052632,0.8,0.0
B. HartleyRacing Bulls,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.8083538083538083,0.006042296072507553,0.9473684210526315,0.8,2.0
S. SirotkinWilliams,0.008,"[0.0, 0.0, 1.0, 0.0, 0.0]",0.8108108108108109,0.0030211480362537764,1.0,0.8,0.0
L. HamiltonMercedes,0.9440000000000001,"[18.0, 25.0, 25.0, 25.0, 25.0]",0.0,1.0,0.0,0.85,12.0
S. VettelFerrari,0.6,"[25.0, 12.0, 15.0, 15.0, 8.0]",0.171990171990172,0.7976878612716763,0.05263157894736842,0.85,18.0
K. RaikkonenFerrari,0.4,"[0.0, 18.0, 10.0, 12.0, 10.0]",0.3071253071253071,0.638728323699422,0.10526315789473684,0.85,15.0
M. VerstappenRed Bull Racing,0.544,"[15.0, 10.0, 18.0, 10.0, 15.0]",0.3808353808353808,0.5520231213872833,0.21052631578947367,0.85,25.0
V. BottasMercedes,0.6,"[12.0, 15.0, 12.0, 18.0, 18.0]",0.31695331695331697,0.6271676300578035,0.15789473684210525,0.85,10.0
D. RicciardoRed Bull Racing,0.22399999999999998,"[0.0, 0.0, 8.0, 8.0, 12.0]",0.4914004914004914,0.42196531791907516,0.2631578947368421,0.85,0.0
N. HulkenbergRenault F1 Team,0.008,"[0.0, 0.0, 1.0, 0.0, 0.0]",0.7002457002457002,0.17630057803468208,0.3157894736842105,0.85,8.0
S. PerezRacing Point Force India,0.184,"[10.0, 6.0, 0.0, 1.0, 6.0]",0.7100737100737101,0.16473988439306358,0.3684210526315789,0.85,0.0
K. MagnussenHaas F1 Team,0.064,"[4.0, 0.0, 0.0, 4.0, 0.0]",0.7199017199017199,0.1531791907514451,0.42105263157894735,0.85,0.0
C. SainzRenault F1 Team,0.07200000000000001,"[0.0, 4.0, 4.0, 0.0, 1.0]",0.7395577395577395,0.13005780346820808,0.5789473684210527,0.85,0.0
F. AlonsoMcLaren,0.048,"[0.0, 0.0, 6.0, 0.0, 0.0]",0.7272727272727273,0.14450867052023122,0.47368421052631576,0.85,0.0
E. OconRacing Point Force India,0.16,"[8.0, 8.0, 0.0, 2.0, 2.0]",0.7297297297297297,0.1416184971098266,0.5263157894736842,0.85,0.0
C. LeclercSauber,0.064,"[0.0, 0.0, 2.0, 6.0, 0.0]",0.7985257985257985,0.06069364161849711,0.7368421052631579,0.85,6.0
R. GrosjeanHaas F1 Team,0.08,"[6.0, 0.0, 0.0, 0.0, 4.0]",0.773955773955774,0.08959537572254335,0.631578947368421,0.85,0.0
P. GaslyRacing Bulls,0.016,"[2.0, 0.0, 0.0, 0.0, 0.0]",0.7813267813267813,0.08092485549132948,0.6842105263157895,0.85,1.0
S. VandoorneMcLaren,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.8304668304668305,0.023121387283236993,0.7894736842105263,0.85,4.0
M. EricssonSauber,0.008,"[1.0, 0.0, 0.0, 0.0, 0.0]",0.8329238329238329,0.02023121387283237,0.8421052631578947,0.85,2.0
L. StrollWilliams,0.016,"[0.0, 2.0, 0.0, 0.0, 0.0]",0.8353808353808354,0.017341040462427744,0.8947368421052632,0.85,0.0
B. HartleyRacing Bulls,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.8402948402948403,0.011560693641618497,0.9473684210526315,0.85,0.0
S. SirotkinWilliams,0.008,"[0.0, 1.0, 0.0, 0.0, 0.0]",0.8476658476658476,0.002890173410404624,1.0,0.85,0.0
L. HamiltonMercedes,0.92,"[25.0, 25.0, 25.0, 25.0, 15.0]",0.0,1.0,0.0,0.9,25.0
S. VettelFerrari,0.496,"[12.0, 15.0, 15.0, 8.0, 12.0]",0.15724815724815724,0.8212290502793296,0.05263157894736842,0.9,8.0
K. RaikkonenFerrari,0.6,"[18.0, 10.0, 12.0, 10.0, 25.0]",0.29975429975429974,0.659217877094972,0.10526315789473684,0.9,15.0
M. VerstappenRed Bull Racing,0.568,"[10.0, 18.0, 10.0, 15.0, 18.0]",0.3488943488943489,0.6033519553072626,0.21052631578947367,0.9,18.0
V. BottasMercedes,0.584,"[15.0, 12.0, 18.0, 18.0, 10.0]",0.32186732186732187,0.6340782122905028,0.15789473684210525,0.9,10.0
D. RicciardoRed Bull Racing,0.22399999999999998,"[0.0, 8.0, 8.0, 12.0, 0.0]",0.5208845208845209,0.40782122905027934,0.2631578947368421,0.9,12.0
N. HulkenbergRenault F1 Team,0.07200000000000001,"[0.0, 1.0, 0.0, 0.0, 8.0]",0.7100737100737101,0.19273743016759776,0.3157894736842105,0.9,0.0
S. PerezRacing Point Force India,0.136,"[6.0, 0.0, 1.0, 6.0, 4.0]",0.7395577395577395,0.15921787709497207,0.3684210526315789,0.9,1.0
K. MagnussenHaas F1 Team,0.032,"[0.0, 0.0, 4.0, 0.0, 0.0]",0.7493857493857494,0.14804469273743018,0.42105263157894735,0.9,2.0
C. SainzRenault F1 Team,0.12,"[4.0, 4.0, 0.0, 1.0, 6.0]",0.769041769041769,0.12569832402234637,0.5789473684210527,0.9,0.0
F. AlonsoMcLaren,0.048,"[0.0, 6.0, 0.0, 0.0, 0.0]",0.7567567567567568,0.13966480446927373,0.47368421052631576,0.9,0.0
E. OconRacing Point Force India,0.096,"[8.0, 0.0, 2.0, 2.0, 0.0]",0.7592137592137592,0.13687150837988826,0.5263157894736842,0.9,0.0
C. LeclercSauber,0.064,"[0.0, 2.0, 6.0, 0.0, 0.0]",0.8132678132678133,0.07541899441340782,0.7368421052631579,0.9,6.0
R. GrosjeanHaas F1 Team,0.032,"[0.0, 0.0, 0.0, 4.0, 0.0]",0.8034398034398035,0.08659217877094973,0.631578947368421,0.9,4.0
P. GaslyRacing Bulls,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.8083538083538083,0.08100558659217877,0.6842105263157895,0.9,0.0
S. VandoorneMcLaren,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.8501228501228502,0.0335195530726257,0.7894736842105263,0.9,0.0
M. EricssonSauber,0.008,"[0.0, 0.0, 0.0, 0.0, 1.0]",0.8574938574938575,0.025139664804469275,0.8421052631578947,0.9,0.0
L. StrollWilliams,0.016,"[2.0, 0.0, 0.0, 0.0, 0.0]",0.8648648648648649,0.01675977653631285,0.8947368421052632,0.9,0.0
B. HartleyRacing Bulls,0.016,"[0.0, 0.0, 0.0, 0.0, 2.0]",0.8697788697788698,0.0111731843575419,0.9473684210526315,0.9,0.0
S. SirotkinWilliams,0.008,"[1.0, 0.0, 0.0, 0.0, 0.0]",0.8771498771498771,0.002793296089385475,1.0,0.9,0.0
L. HamiltonMercedes,0.816,"[25.0, 25.0, 25.0, 15.0, 12.0]",0.0,1.0,0.0,0.95,25.0
S. VettelFerrari,0.544,"[15.0, 15.0, 8.0, 12.0, 18.0]",0.19901719901719903,0.7885117493472585,0.05263157894736842,0.95,18.0
K. RaikkonenFerrari,0.5760000000000001,"[10.0, 12.0, 10.0, 25.0, 15.0]",0.32432432432432434,0.6553524804177546,0.10526315789473684,0.95,0.0
M. VerstappenRed Bull Racing,0.688,"[18.0, 10.0, 15.0, 18.0, 25.0]",0.36609336609336607,0.6109660574412533,0.21052631578947367,0.95,15.0
V. BottasMercedes,0.544,"[12.0, 18.0, 18.0, 10.0, 10.0]",0.35872235872235875,0.618798955613577,0.15789473684210525,0.95,10.0
D. RicciardoRed Bull Racing,0.22399999999999998,"[8.0, 8.0, 12.0, 0.0, 0.0]",0.5528255528255528,0.412532637075718,0.2631578947368421,0.95,12.0
N. HulkenbergRenault F1 Team,0.136,"[1.0, 0.0, 0.0, 8.0, 8.0]",0.7714987714987716,0.1801566579634465,0.3157894736842105,0.95,0.0
S. PerezRacing Point Force India,0.08800000000000001,"[0.0, 1.0, 6.0, 4.0, 0.0]",0.7985257985257985,0.1514360313315927,0.3684210526315789,0.95,4.0
K. MagnussenHaas F1 Team,0.032,"[0.0, 4.0, 0.0, 0.0, 0.0]",0.8058968058968059,0.14360313315926893,0.42105263157894735,0.95,1.0
C. SainzRenault F1 Team,0.08800000000000001,"[4.0, 0.0, 1.0, 6.0, 0.0]",0.8304668304668305,0.1174934725848564,0.5789473684210527,0.95,8.0
F. AlonsoMcLaren,0.048,"[6.0, 0.0, 0.0, 0.0, 0.0]",0.8181818181818182,0.13054830287206268,0.47368421052631576,0.95,0.0
E. OconRacing Point Force India,0.032,"[0.0, 2.0, 2.0, 0.0, 0.0]",0.8206388206388207,0.1279373368146214,0.5263157894736842,0.95,0.0
C. LeclercSauber,0.11199999999999999,"[2.0, 6.0, 0.0, 0.0, 6.0]",0.85995085995086,0.08616187989556136,0.6842105263157895,0.95,6.0
R. GrosjeanHaas F1 Team,0.032,"[0.0, 0.0, 4.0, 0.0, 0.0]",0.855036855036855,0.09138381201044386,0.631578947368421,0.95,2.0
P. GaslyRacing Bulls,0.008,"[0.0, 0.0, 0.0, 0.0, 1.0]",0.8697788697788698,0.07571801566579635,0.7368421052631579,0.95,0.0
S. VandoorneMcLaren,0.032,"[0.0, 0.0, 0.0, 0.0, 4.0]",0.9115479115479116,0.031331592689295036,0.7894736842105263,0.95,0.0
M. EricssonSauber,0.024,"[0.0, 0.0, 0.0, 1.0, 2.0]",0.918918918918919,0.02349869451697128,0.8421052631578947,0.95,0.0
L. StrollWilliams,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.9262899262899262,0.015665796344647518,0.8947368421052632,0.95,0.0
B. HartleyRacing Bulls,0.016,"[0.0, 0.0, 0.0, 2.0, 0.0]",0.9312039312039312,0.010443864229765013,0.9473684210526315,0.95,0.0
S. SirotkinWilliams,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.9385749385749386,0.0026109660574412533,1.0,0.95,0.0
L. HamiltonMercedes,0.816,"[25.0, 25.0, 15.0, 12.0, 25.0]",0.0,1.0,0.0,1.0,0.0
S. VettelFerrari,0.488,"[15.0, 8.0, 12.0, 18.0, 8.0]",0.21621621621621623,0.7843137254901961,0.05263157894736842,1.0,0.0
K. RaikkonenFerrari,0.616,"[12.0, 10.0, 25.0, 15.0, 15.0]",0.3857493857493858,0.6151960784313726,0.10526315789473684,1.0,0.0
M. VerstappenRed Bull Racing,0.688,"[10.0, 15.0, 18.0, 25.0, 18.0]",0.3906633906633907,0.6102941176470589,0.15789473684210525,1.0,0.0
V. BottasMercedes,0.528,"[18.0, 18.0, 10.0, 10.0, 10.0]",0.3955773955773956,0.6053921568627451,0.21052631578947367,1.0,0.0
D. RicciardoRed Bull Racing,0.256,"[8.0, 12.0, 0.0, 0.0, 12.0]",0.5847665847665847,0.4166666666666667,0.2631578947368421,1.0,0.0
N. HulkenbergRenault F1 Team,0.128,"[0.0, 0.0, 8.0, 8.0, 0.0]",0.8329238329238329,0.16911764705882354,0.3157894736842105,1.0,0.0
S. PerezRacing Point Force India,0.096,"[1.0, 6.0, 4.0, 0.0, 1.0]",0.8501228501228502,0.15196078431372548,0.3684210526315789,1.0,0.0
K. MagnussenHaas F1 Team,0.048,"[4.0, 0.0, 0.0, 0.0, 2.0]",0.8648648648648649,0.13725490196078433,0.42105263157894735,1.0,0.0
C. SainzRenault F1 Team,0.055999999999999994,"[0.0, 1.0, 6.0, 0.0, 0.0]",0.8722358722358723,0.12990196078431374,0.47368421052631576,1.0,0.0
F. AlonsoMcLaren,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.8796068796068796,0.12254901960784313,0.5263157894736842,1.0,0.0
E. OconRacing Point Force India,0.032,"[2.0, 2.0, 0.0, 0.0, 0.0]",0.8820638820638821,0.12009803921568628,0.5789473684210527,1.0,0.0
C. LeclercSauber,0.14400000000000002,"[6.0, 0.0, 0.0, 6.0, 6.0]",0.9066339066339066,0.09558823529411764,0.631578947368421,1.0,0.0
