driver,prev5_avg,prev5_points,points_behind_leader,percent_of_max,position,race_number,future_results
R. GrosjeanHaas F1 Team,0.064,"[0.0, 4.0, 0.0, 0.0, 4.0]",0.9115479115479116,0.09068627450980392,0.6842105263157895,1.0,0.0
P. GaslyRacing Bulls,0.008,"[0.0, 0.0, 0.0, 1.0, 0.0]",0.9312039312039312,0.07107843137254902,0.7368421052631579,1.0,0.0
S. VandoorneMcLaren,0.032,"[0.0, 0.0, 0.0, 4.0, 0.0]",0.972972972972973,0.029411764705882353,0.7894736842105263,1.0,0.0
M. EricssonSauber,0.024,"[0.0, 0.0, 1.0, 2.0, 0.0]",0.9803439803439803,0.022058823529411766,0.8421052631578947,1.0,0.0
L. StrollWilliams,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.9877149877149877,0.014705882352941176,0.8947368421052632,1.0,0.0
B. HartleyRacing Bulls,0.016,"[0.0, 0.0, 2.0, 0.0, 0.0]",0.9926289926289926,0.00980392156862745,0.9473684210526315,1.0,0.0
S. SirotkinWilliams,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",1.0,0.0024509803921568627,1.0,1.0,0.0
L. HamiltonMercedes,0.0,[],0.01928374655647383,0.72,0.045454545454545456,0.0,25.0
S. VettelFerrari,0.0,[],0.0,1.0,0.0,0.0,18.0
V. BottasMercedes,0.0,[],0.027548209366391185,0.6,0.09090909090909091,0.0,8.0
K. RaikkonenFerrari,0.0,[],0.03581267217630854,0.48,0.13636363636363635,0.0,10.0
D. RicciardoRed Bull Racing,0.0,[],0.06887052341597796,0.0,0.45454545454545453,0.0,12.0
M. VerstappenRed Bull Racing,0.0,[],0.04132231404958678,0.4,0.18181818181818182,0.0,15.0
S. PerezForce India,0.0,[],0.05234159779614325,0.24,0.2727272727272727,0.0,2.0
E. OconForce India,0.0,[],0.06611570247933884,0.04,0.4090909090909091,0.0,1.0
C. SainzRenault F1 Team,0.0,[],0.05785123966942149,0.16,0.3181818181818182,0.0,6.0
N. HulkenbergRenault F1 Team,0.0,[],0.06887052341597796,0.0,0.5,0.0,0.0
F. MassaWilliams,0.0,[],0.046831955922865015,0.32,0.22727272727272727,0.0,0.0
L. StrollWilliams,0.0,[],0.06887052341597796,0.0,0.5454545454545454,0.0,0.0
R. GrosjeanHaas F1 Team,0.0,[],0.06887052341597796,0.0,0.5909090909090909,0.0,0.0
K. MagnussenHaas F1 Team,0.0,[],0.06887052341597796,0.0,0.6363636363636364,0.0,4.0
F. AlonsoMcLaren,0.0,[],0.06887052341597796,0.0,0.6818181818181818,0.0,0.0
S. VandoorneMcLaren,0.0,[],0.06887052341597796,0.0,0.7272727272727273,0.0,0.0
J. PalmerRenault F1 Team,0.0,[],0.06887052341597796,0.0,0.7727272727272727,0.0,0.0
P. WehrleinSauber,0.0,[],0.06887052341597796,0.0,0.8181818181818182,0.0,0.0
D. KvyatRacing Bulls,0.0,[],0.06336088154269973,0.08,0.36363636363636365,0.0,0.0
M. EricssonSauber,0.0,[],0.06887052341597796,0.0,0.8636363636363636,0.0,0.0
P. GaslyRacing Bulls,0.0,[],0.06887052341597796,0.0,0.9090909090909091,0.0,0.0
A. GiovinazziHaas F1 Team,0.0,[],0.06887052341597796,0.0,0.9545454545454546,0.0,0.0
B. HartleyRacing Bulls,0.0,[],0.06887052341597796,0.0,1.0,0.0,0.0
L. HamiltonMercedes,0.72,[18.0],0.0,1.0,0.0,0.05263157894736842,18.0
S. VettelFerrari,1.0,[25.0],0.0,1.0,0.045454545454545456,0.05263157894736842,25.0
V. BottasMercedes,0.6,[15.0],0.05509641873278237,0.5348837209302325,0.13636363636363635,0.05263157894736842,15.0
K. RaikkonenFerrari,0.48,[12.0],0.05785123966942149,0.5116279069767442,0.18181818181818182,0.05263157894736842,12.0
D. RicciardoRed Bull Racing,0.0,[0.0],0.08539944903581267,0.27906976744186046,0.22727272727272727,0.05263157894736842,10.0
M. VerstappenRed Bull Racing,0.4,[10.0],0.049586776859504134,0.5813953488372093,0.09090909090909091,0.05263157894736842,0.0
S. PerezForce India,0.24,[6.0],0.09641873278236915,0.18604651162790697,0.3181818181818182,0.05263157894736842,6.0
E. OconForce India,0.04,[1.0],0.11294765840220386,0.046511627906976744,0.45454545454545453,0.05263157894736842,1.0
C. SainzRenault F1 Team,0.16,[4.0],0.09090909090909091,0.23255813953488372,0.2727272727272727,0.05263157894736842,0.0
N. HulkenbergRenault F1 Team,0.0,[0.0],0.1184573002754821,0.0,0.5454545454545454,0.05263157894736842,2.0
F. MassaWilliams,0.32,[8.0],0.09641873278236915,0.18604651162790697,0.36363636363636365,0.05263157894736842,8.0
L. StrollWilliams,0.0,[0.0],0.1184573002754821,0.0,0.5909090909090909,0.05263157894736842,0.0
R. GrosjeanHaas F1 Team,0.0,[0.0],0.1184573002754821,0.0,0.6363636363636364,0.05263157894736842,4.0
K. MagnussenHaas F1 Team,0.0,[0.0],0.10743801652892562,0.09302325581395349,0.4090909090909091,0.05263157894736842,0.0
F. AlonsoMcLaren,0.0,[0.0],0.1184573002754821,0.0,0.6818181818181818,0.05263157894736842,0.0
S. VandoorneMcLaren,0.0,[0.0],0.1184573002754821,0.0,0.7272727272727273,0.05263157894736842,0.0
J. PalmerRenault F1 Team,0.0,[0.0],0.1184573002754821,0.0,0.7727272727272727,0.05263157894736842,0.0
P. WehrleinSauber,0.0,[0.0],0.1184573002754821,0.0,0.8181818181818182,0.05263157894736842,0.0
D. KvyatRacing Bulls,0.08,[2.0],0.11294765840220386,0.046511627906976744,0.5,0.05263157894736842,0.0
M. EricssonSauber,0.0,[0.0],0.1184573002754821,0.0,0.8636363636363636,0.05263157894736842,0.0
P. GaslyRacing Bulls,0.0,[0.0],0.1184573002754821,0.0,0.9090909090909091,0.05263157894736842,0.0
A. GiovinazziHaas F1 Team,0.0,[0.0],0.1184573002754821,0.0,0.9545454545454546,0.05263157894736842,0.0
B. HartleyRacing Bulls,0.0,[0.0],0.1184573002754821,0.0,1.0,0.05263157894736842,0.0
L. HamiltonMercedes,0.86,"[18.0, 25.0]",0.01928374655647383,0.8970588235294118,0.045454545454545456,0.10526315789473684,12.0
S. VettelFerrari,0.86,"[25.0, 18.0]",0.0,1.0,0.0,0.10526315789473684,18.0
V. BottasMercedes,0.46,"[15.0, 8.0]",0.08264462809917356,0.5588235294117647,0.09090909090909091,0.10526315789473684,25.0
K. RaikkonenFerrari,0.44,"[12.0, 10.0]",0.09366391184573003,0.5,0.13636363636363635,0.10526315789473684,15.0
D. RicciardoRed Bull Racing,0.24,"[0.0, 12.0]",0.12672176308539945,0.3235294117647059,0.22727272727272727,0.10526315789473684,0.0
M. VerstappenRed Bull Racing,0.5,"[10.0, 15.0]",0.1184573002754821,0.36764705882352944,0.18181818181818182,0.10526315789473684,10.0
S. PerezForce India,0.16,"[6.0, 2.0]",0.1487603305785124,0.20588235294117646,0.3181818181818182,0.10526315789473684,8.0
E. OconForce India,0.04,"[1.0, 1.0]",0.1790633608815427,0.04411764705882353,0.5,0.10526315789473684,6.0
C. SainzRenault F1 Team,0.2,"[4.0, 6.0]",0.15977961432506887,0.14705882352941177,0.36363636363636365,0.10526315789473684,1.0
N. HulkenbergRenault F1 Team,0.0,"[0.0, 0.0]",0.18181818181818182,0.029411764705882353,0.5454545454545454,0.10526315789473684,4.0
F. MassaWilliams,0.16,"[8.0, 0.0]",0.14325068870523416,0.23529411764705882,0.2727272727272727,0.10526315789473684,2.0
L. StrollWilliams,0.0,"[0.0, 0.0]",0.18732782369146006,0.0,0.6363636363636364,0.10526315789473684,0.0
R. GrosjeanHaas F1 Team,0.0,"[0.0, 0.0]",0.1763085399449036,0.058823529411764705,0.4090909090909091,0.10526315789473684,0.0
K. MagnussenHaas F1 Team,0.08,"[0.0, 4.0]",0.1763085399449036,0.058823529411764705,0.45454545454545453,0.10526315789473684,0.0
F. AlonsoMcLaren,0.0,"[0.0, 0.0]",0.18732782369146006,0.0,0.6818181818181818,0.10526315789473684,0.0
S. VandoorneMcLaren,0.0,"[0.0, 0.0]",0.18732782369146006,0.0,0.7272727272727273,0.10526315789473684,0.0
J. PalmerRenault F1 Team,0.0,"[0.0, 0.0]",0.18732782369146006,0.0,0.7727272727272727,0.10526315789473684,0.0
P. WehrleinSauber,0.0,"[0.0, 0.0]",0.18732782369146006,0.0,0.8181818181818182,0.10526315789473684,0.0
D. KvyatRacing Bulls,0.04,"[2.0, 0.0]",0.18181818181818182,0.029411764705882353,0.5909090909090909,0.10526315789473684,0.0
M. EricssonSauber,0.0,"[0.0, 0.0]",0.18732782369146006,0.0,0.8636363636363636,0.10526315789473684,0.0
P. GaslyRacing Bulls,0.0,"[0.0, 0.0]",0.18732782369146006,0.0,0.9090909090909091,0.10526315789473684,0.0
A. GiovinazziHaas F1 Team,0.0,"[0.0, 0.0]",0.18732782369146006,0.0,0.9545454545454546,0.10526315789473684,0.0
B. HartleyRacing Bulls,0.0,"[0.0, 0.0]",0.18732782369146006,0.0,1.0,0.10526315789473684,0.0
L. HamiltonMercedes,0.8133333333333332,"[18.0, 25.0, 18.0]",0.03581267217630854,0.8488372093023255,0.045454545454545456,0.15789473684210525,25.0
S. VettelFerrari,0.9066666666666667,"[25.0, 18.0, 25.0]",0.0,1.0,0.0,0.15789473684210525,18.0
V. BottasMercedes,0.5066666666666666,"[15.0, 8.0, 15.0]",0.06336088154269973,0.7325581395348837,0.09090909090909091,0.15789473684210525,0.0
K. RaikkonenFerrari,0.45333333333333337,"[12.0, 10.0, 12.0]",0.10192837465564739,0.5697674418604651,0.13636363636363635,0.15789473684210525,0.0
D. RicciardoRed Bull Racing,0.29333333333333333,"[0.0, 12.0, 10.0]",0.1763085399449036,0.2558139534883721,0.22727272727272727,0.15789473684210525,15.0
M. VerstappenRed Bull Racing,0.33333333333333337,"[10.0, 15.0, 0.0]",0.14049586776859505,0.4069767441860465,0.18181818181818182,0.15789473684210525,0.0
S. PerezForce India,0.18666666666666668,"[6.0, 2.0, 6.0]",0.1763085399449036,0.2558139534883721,0.2727272727272727,0.15789473684210525,12.0
E. OconForce India,0.04,"[1.0, 1.0, 1.0]",0.21212121212121213,0.10465116279069768,0.4090909090909091,0.15789473684210525,10.0
C. SainzRenault F1 Team,0.13333333333333333,"[4.0, 6.0, 0.0]",0.2066115702479339,0.12790697674418605,0.36363636363636365,0.15789473684210525,6.0
N. HulkenbergRenault F1 Team,0.026666666666666665,"[0.0, 0.0, 2.0]",0.22038567493112948,0.06976744186046512,0.45454545454545453,0.15789473684210525,8.0
F. MassaWilliams,0.21333333333333332,"[8.0, 0.0, 8.0]",0.18732782369146006,0.20930232558139536,0.3181818181818182,0.15789473684210525,0.0
L. StrollWilliams,0.0,"[0.0, 0.0, 0.0]",0.2369146005509642,0.0,0.6363636363636364,0.15789473684210525,0.0
R. GrosjeanHaas F1 Team,0.05333333333333333,"[0.0, 0.0, 4.0]",0.22589531680440772,0.046511627906976744,0.5,0.15789473684210525,1.0
K. MagnussenHaas F1 Team,0.05333333333333333,"[0.0, 4.0, 0.0]",0.22589531680440772,0.046511627906976744,0.5454545454545454,0.15789473684210525,0.0
F. AlonsoMcLaren,0.0,"[0.0, 0.0, 0.0]",0.2369146005509642,0.0,0.6818181818181818,0.15789473684210525,0.0
S. VandoorneMcLaren,0.0,"[0.0, 0.0, 0.0]",0.2369146005509642,0.0,0.7272727272727273,0.15789473684210525,0.0
J. PalmerRenault F1 Team,0.0,"[0.0, 0.0, 0.0]",0.2369146005509642,0.0,0.7727272727272727,0.15789473684210525,0.0
P. WehrleinSauber,0.0,"[0.0, 0.0, 0.0]",0.2369146005509642,0.0,0.8181818181818182,0.15789473684210525,4.0
D. KvyatRacing Bulls,0.026666666666666665,"[2.0, 0.0, 0.0]",0.23140495867768596,0.023255813953488372,0.5909090909090909,0.15789473684210525,2.0
M. EricssonSauber,0.0,"[0.0, 0.0, 0.0]",0.2369146005509642,0.0,0.8636363636363636,0.15789473684210525,0.0
P. GaslyRacing Bulls,0.0,"[0.0, 0.0, 0.0]",0.2369146005509642,0.0,0.9090909090909091,0.15789473684210525,0.0
A. GiovinazziHaas F1 Team,0.0,"[0.0, 0.0, 0.0]",0.2369146005509642,0.0,0.9545454545454546,0.15789473684210525,0.0
B. HartleyRacing Bulls,0.0,"[0.0, 0.0, 0.0]",0.2369146005509642,0.0,1.0,0.15789473684210525,0.0
L. HamiltonMercedes,0.73,"[18.0, 25.0, 18.0, 12.0]",0.01652892561983471,0.9423076923076923,0.045454545454545456,0.21052631578947367,6.0
S. VettelFerrari,0.86,"[25.0, 18.0, 25.0, 18.0]",0.0,1.0,0.0,0.21052631578947367,25.0
V. BottasMercedes,0.63,"[15.0, 8.0, 15.0, 25.0]",0.11294765840220386,0.6057692307692307,0.09090909090909091,0.21052631578947367,12.0
K. RaikkonenFerrari,0.49,"[12.0, 10.0, 12.0, 15.0]",0.15151515151515152,0.47115384615384615,0.13636363636363635,0.21052631578947367,18.0
D. RicciardoRed Bull Racing,0.22,"[0.0, 12.0, 10.0, 0.0]",0.18457300275482094,0.3557692307692308,0.18181818181818182,0.21052631578947367,15.0
M. VerstappenRed Bull Racing,0.35,"[10.0, 15.0, 0.0, 10.0]",0.19008264462809918,0.33653846153846156,0.22727272727272727,0.21052631578947367,10.0
S. PerezForce India,0.22,"[6.0, 2.0, 6.0, 8.0]",0.1928374655647383,0.3269230769230769,0.2727272727272727,0.21052631578947367,0.0
E. OconForce India,0.09,"[1.0, 1.0, 1.0, 6.0]",0.23415977961432508,0.18269230769230768,0.3181818181818182,0.21052631578947367,0.0
C. SainzRenault F1 Team,0.11,"[4.0, 6.0, 0.0, 1.0]",0.2396694214876033,0.16346153846153846,0.4090909090909091,0.21052631578947367,8.0
N. HulkenbergRenault F1 Team,0.06,"[0.0, 0.0, 2.0, 4.0]",0.24793388429752067,0.1346153846153846,0.45454545454545453,0.21052631578947367,0.0
F. MassaWilliams,0.18,"[8.0, 0.0, 8.0, 2.0]",0.2369146005509642,0.17307692307692307,0.36363636363636365,0.21052631578947367,2.0
L. StrollWilliams,0.0,"[0.0, 0.0, 0.0, 0.0]",0.2865013774104683,0.0,0.6818181818181818,0.21052631578947367,0.0
R. GrosjeanHaas F1 Team,0.04,"[0.0, 0.0, 4.0, 0.0]",0.2727272727272727,0.04807692307692308,0.5,0.21052631578947367,4.0
K. MagnussenHaas F1 Team,0.04,"[0.0, 4.0, 0.0, 0.0]",0.27548209366391185,0.038461538461538464,0.5454545454545454,0.21052631578947367,1.0
F. AlonsoMcLaren,0.0,"[0.0, 0.0, 0.0, 0.0]",0.2865013774104683,0.0,0.7272727272727273,0.21052631578947367,0.0
S. VandoorneMcLaren,0.0,"[0.0, 0.0, 0.0, 0.0]",0.2865013774104683,0.0,0.7727272727272727,0.21052631578947367,0.0
J. PalmerRenault F1 Team,0.0,"[0.0, 0.0, 0.0, 0.0]",0.2865013774104683,0.0,0.8181818181818182,0.21052631578947367,0.0
P. WehrleinSauber,0.0,"[0.0, 0.0, 0.0, 0.0]",0.27548209366391185,0.038461538461538464,0.5909090909090909,0.21052631578947367,0.0
D. KvyatRacing Bulls,0.02,"[2.0, 0.0, 0.0, 0.0]",0.27548209366391185,0.038461538461538464,0.6363636363636364,0.21052631578947367,0.0
M. EricssonSauber,0.0,"[0.0, 0.0, 0.0, 0.0]",0.2865013774104683,0.0,0.8636363636363636,0.21052631578947367,0.0
P. GaslyRacing Bulls,0.0,"[0.0, 0.0, 0.0, 0.0]",0.2865013774104683,0.0,0.9090909090909091,0.21052631578947367,0.0
A. GiovinazziHaas F1 Team,0.0,"[0.0, 0.0, 0.0, 0.0]",0.2865013774104683,0.0,0.9545454545454546,0.21052631578947367,0.0
B. HartleyRacing Bulls,0.0,"[0.0, 0.0, 0.0, 0.0]",0.2865013774104683,0.0,1.0,0.21052631578947367,0.0
L. HamiltonMercedes,0.784,"[18.0, 25.0, 18.0, 12.0, 25.0]",0.06887052341597796,0.8062015503875969,0.045454545454545456,0.2631578947368421,25.0
S. VettelFerrari,0.8320000000000001,"[25.0, 18.0, 25.0, 18.0, 18.0]",0.0,1.0,0.0,0.2631578947368421,12.0
V. BottasMercedes,0.504,"[15.0, 8.0, 15.0, 25.0, 0.0]",0.1487603305785124,0.5813953488372093,0.09090909090909091,0.2631578947368421,18.0
K. RaikkonenFerrari,0.392,"[12.0, 10.0, 12.0, 15.0, 0.0]",0.17079889807162535,0.5193798449612403,0.13636363636363635,0.2631578947368421,6.0
D. RicciardoRed Bull Racing,0.29600000000000004,"[0.0, 12.0, 10.0, 0.0, 15.0]",0.21212121212121213,0.40310077519379844,0.18181818181818182,0.2631578947368421,15.0
M. VerstappenRed Bull Racing,0.28,"[10.0, 15.0, 0.0, 10.0, 0.0]",0.23140495867768596,0.3488372093023256,0.22727272727272727,0.2631578947368421,0.0
S. PerezForce India,0.272,"[6.0, 2.0, 6.0, 8.0, 12.0]",0.26170798898071623,0.26356589147286824,0.2727272727272727,0.2631578947368421,10.0
E. OconForce India,0.152,"[1.0, 1.0, 1.0, 6.0, 10.0]",0.30303030303030304,0.14728682170542637,0.4090909090909091,0.2631578947368421,8.0
C. SainzRenault F1 Team,0.136,"[4.0, 6.0, 0.0, 1.0, 6.0]",0.2865013774104683,0.1937984496124031,0.3181818181818182,0.2631578947368421,0.0
N. HulkenbergRenault F1 Team,0.11199999999999999,"[0.0, 0.0, 2.0, 4.0, 8.0]",0.3168044077134986,0.10852713178294573,0.45454545454545453,0.2631578947368421,4.0
F. MassaWilliams,0.14400000000000002,"[8.0, 0.0, 8.0, 2.0, 0.0]",0.3002754820936639,0.15503875968992248,0.36363636363636365,0.2631578947368421,0.0
L. StrollWilliams,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.35537190082644626,0.0,0.6818181818181818,0.2631578947368421,2.0
R. GrosjeanHaas F1 Team,0.04,"[0.0, 0.0, 4.0, 0.0, 1.0]",0.3305785123966942,0.06976744186046512,0.5,0.2631578947368421,1.0
K. MagnussenHaas F1 Team,0.032,"[0.0, 4.0, 0.0, 0.0, 0.0]",0.3415977961432507,0.03875968992248062,0.5454545454545454,0.2631578947368421,0.0
F. AlonsoMcLaren,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.35537190082644626,0.0,0.7272727272727273,0.2631578947368421,0.0
S. VandoorneMcLaren,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.35537190082644626,0.0,0.7727272727272727,0.2631578947368421,0.0
J. PalmerRenault F1 Team,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.35537190082644626,0.0,0.8181818181818182,0.2631578947368421,0.0
P. WehrleinSauber,0.032,"[0.0, 0.0, 0.0, 0.0, 4.0]",0.3443526170798898,0.031007751937984496,0.5909090909090909,0.2631578947368421,0.0
D. KvyatRacing Bulls,0.032,"[2.0, 0.0, 0.0, 0.0, 2.0]",0.3443526170798898,0.031007751937984496,0.6363636363636364,0.2631578947368421,0.0
M. EricssonSauber,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.35537190082644626,0.0,0.8636363636363636,0.2631578947368421,0.0
P. GaslyRacing Bulls,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.35537190082644626,0.0,0.9090909090909091,0.2631578947368421,0.0
A. GiovinazziHaas F1 Team,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.35537190082644626,0.0,0.9545454545454546,0.2631578947368421,0.0
B. HartleyRacing Bulls,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.35537190082644626,0.0,1.0,0.2631578947368421,0.0
L. HamiltonMercedes,0.688,"[25.0, 18.0, 12.0, 25.0, 6.0]",0.03305785123966942,0.9148936170212766,0.045454545454545456,0.3157894736842105,10.0
S. VettelFerrari,0.8320000000000001,"[18.0, 25.0, 18.0, 18.0, 25.0]",0.0,1.0,0.0,0.3157894736842105,12.0
V. BottasMercedes,0.48,"[8.0, 15.0, 25.0, 0.0, 12.0]",0.1322314049586777,0.6595744680851063,0.09090909090909091,0.3157894736842105,18.0
K. RaikkonenFerrari,0.44,"[10.0, 12.0, 15.0, 0.0, 18.0]",0.18732782369146006,0.5177304964539007,0.13636363636363635,0.3157894736842105,0.0
D. RicciardoRed Bull Racing,0.41600000000000004,"[12.0, 10.0, 0.0, 15.0, 15.0]",0.20385674931129477,0.475177304964539,0.18181818181818182,0.3157894736842105,25.0
M. VerstappenRed Bull Racing,0.28,"[15.0, 0.0, 10.0, 0.0, 10.0]",0.2644628099173554,0.3191489361702128,0.22727272727272727,0.3157894736842105,0.0
S. PerezForce India,0.22399999999999998,"[2.0, 6.0, 8.0, 12.0, 0.0]",0.26721763085399447,0.3120567375886525,0.2727272727272727,0.3157894736842105,0.0
E. OconForce India,0.14400000000000002,"[1.0, 1.0, 6.0, 10.0, 0.0]",0.3140495867768595,0.19148936170212766,0.3181818181818182,0.3157894736842105,8.0
C. SainzRenault F1 Team,0.168,"[6.0, 0.0, 1.0, 6.0, 8.0]",0.31955922865013775,0.1773049645390071,0.36363636363636365,0.3157894736842105,4.0
N. HulkenbergRenault F1 Team,0.11199999999999999,"[0.0, 2.0, 4.0, 8.0, 0.0]",0.33884297520661155,0.1276595744680851,0.45454545454545453,0.3157894736842105,0.0
F. MassaWilliams,0.096,"[0.0, 8.0, 2.0, 0.0, 2.0]",0.3333333333333333,0.14184397163120568,0.4090909090909091,0.3157894736842105,0.0
L. StrollWilliams,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.38292011019283745,0.014184397163120567,0.6818181818181818,0.3157894736842105,15.0
R. GrosjeanHaas F1 Team,0.07200000000000001,"[0.0, 4.0, 0.0, 1.0, 4.0]",0.3608815426997245,0.07092198581560284,0.5,0.3157894736842105,0.0
K. MagnussenHaas F1 Team,0.04,"[4.0, 0.0, 0.0, 0.0, 1.0]",0.3746556473829201,0.03546099290780142,0.5454545454545454,0.3157894736842105,6.0
F. AlonsoMcLaren,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.3884297520661157,0.0,0.7272727272727273,0.3157894736842105,2.0
S. VandoorneMcLaren,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.3884297520661157,0.0,0.7727272727272727,0.3157894736842105,0.0
J. PalmerRenault F1 Team,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.3884297520661157,0.0,0.8181818181818182,0.3157894736842105,0.0
P. WehrleinSauber,0.032,"[0.0, 0.0, 0.0, 4.0, 0.0]",0.3774104683195592,0.028368794326241134,0.5909090909090909,0.3157894736842105,1.0
D. KvyatRacing Bulls,0.016,"[0.0, 0.0, 0.0, 2.0, 0.0]",0.3774104683195592,0.028368794326241134,0.6363636363636364,0.3157894736842105,0.0
M. EricssonSauber,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.3884297520661157,0.0,0.8636363636363636,0.3157894736842105,0.0
P. GaslyRacing Bulls,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.3884297520661157,0.0,0.9090909090909091,0.3157894736842105,0.0
A. GiovinazziHaas F1 Team,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.3884297520661157,0.0,0.9545454545454546,0.3157894736842105,0.0
B. HartleyRacing Bulls,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.3884297520661157,0.0,1.0,0.3157894736842105,0.0
L. HamiltonMercedes,0.688,"[18.0, 12.0, 25.0, 6.0, 25.0]",0.03856749311294766,0.9084967320261438,0.045454545454545456,0.3684210526315789,12.0
S. VettelFerrari,0.784,"[25.0, 18.0, 18.0, 25.0, 12.0]",0.0,1.0,0.0,0.3684210526315789,18.0
V. BottasMercedes,0.56,"[15.0, 25.0, 0.0, 12.0, 18.0]",0.11570247933884298,0.7254901960784313,0.09090909090909091,0.3684210526315789,25.0
K. RaikkonenFerrari,0.408,"[12.0, 15.0, 0.0, 18.0, 6.0]",0.22038567493112948,0.477124183006536,0.18181818181818182,0.3684210526315789,10.0
D. RicciardoRed Bull Racing,0.44,"[10.0, 0.0, 15.0, 15.0, 15.0]",0.16804407713498623,0.6013071895424836,0.13636363636363635,0.3684210526315789,15.0
M. VerstappenRed Bull Racing,0.16,"[0.0, 10.0, 0.0, 10.0, 0.0]",0.2975206611570248,0.29411764705882354,0.22727272727272727,0.3684210526315789,0.0
S. PerezForce India,0.28800000000000003,"[6.0, 8.0, 12.0, 0.0, 10.0]",0.3002754820936639,0.2875816993464052,0.2727272727272727,0.3684210526315789,6.0
E. OconForce India,0.2,"[1.0, 6.0, 10.0, 0.0, 8.0]",0.325068870523416,0.22875816993464052,0.3181818181818182,0.3684210526315789,4.0
C. SainzRenault F1 Team,0.12,"[0.0, 1.0, 6.0, 8.0, 0.0]",0.3415977961432507,0.1895424836601307,0.36363636363636365,0.3684210526315789,0.0
N. HulkenbergRenault F1 Team,0.14400000000000002,"[2.0, 4.0, 8.0, 0.0, 4.0]",0.371900826446281,0.11764705882352941,0.45454545454545453,0.3684210526315789,0.0
F. MassaWilliams,0.096,"[8.0, 2.0, 0.0, 2.0, 0.0]",0.36639118457300274,0.13071895424836602,0.4090909090909091,0.3684210526315789,2.0
L. StrollWilliams,0.016,"[0.0, 0.0, 0.0, 0.0, 2.0]",0.3746556473829201,0.1111111111111111,0.5,0.3684210526315789,1.0
R. GrosjeanHaas F1 Team,0.08,"[4.0, 0.0, 1.0, 4.0, 1.0]",0.3939393939393939,0.06535947712418301,0.5909090909090909,0.3684210526315789,8.0
K. MagnussenHaas F1 Team,0.008,"[0.0, 0.0, 0.0, 1.0, 0.0]",0.39118457300275483,0.0718954248366013,0.5454545454545454,0.3684210526315789,0.0
F. AlonsoMcLaren,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.41597796143250687,0.013071895424836602,0.7272727272727273,0.3684210526315789,0.0
S. VandoorneMcLaren,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.4214876033057851,0.0,0.7727272727272727,0.3684210526315789,0.0
J. PalmerRenault F1 Team,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.4214876033057851,0.0,0.8181818181818182,0.3684210526315789,0.0
P. WehrleinSauber,0.032,"[0.0, 0.0, 4.0, 0.0, 0.0]",0.40771349862258954,0.032679738562091505,0.6363636363636364,0.3684210526315789,0.0
D. KvyatRacing Bulls,0.016,"[0.0, 0.0, 2.0, 0.0, 0.0]",0.41046831955922863,0.026143790849673203,0.6818181818181818,0.3684210526315789,0.0
M. EricssonSauber,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.4214876033057851,0.0,0.8636363636363636,0.3684210526315789,0.0
P. GaslyRacing Bulls,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.4214876033057851,0.0,0.9090909090909091,0.3684210526315789,0.0
A. GiovinazziHaas F1 Team,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.4214876033057851,0.0,0.9545454545454546,0.3684210526315789,0.0
B. HartleyRacing Bulls,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.4214876033057851,0.0,1.0,0.3684210526315789,0.0
L. HamiltonMercedes,0.624,"[12.0, 25.0, 6.0, 25.0, 10.0]",0.05509641873278237,0.8830409356725146,0.045454545454545456,0.42105263157894735,25.0
S. VettelFerrari,0.68,"[18.0, 18.0, 25.0, 12.0, 12.0]",0.0,1.0,0.0,0.42105263157894735,6.0
V. BottasMercedes,0.584,"[25.0, 0.0, 12.0, 18.0, 18.0]",0.09641873278236915,0.7953216374269005,0.09090909090909091,0.42105263157894735,18.0
K. RaikkonenFerrari,0.312,"[15.0, 0.0, 18.0, 6.0, 0.0]",0.24242424242424243,0.4853801169590643,0.18181818181818182,0.42105263157894735,15.0
